x,b,c,y 
20.8,-41.51,11.91,-851.498
34.15,37.86,41.22,1334.139
20.25,16.66,9.15,346.515
49.85,-41.97,39.1,-2053.1045
-41.17,28.7,3.87,-1177.709
-27.17,-1.75,4.77,52.317499999999995
-48.6,39.72,33.51,-1896.882
8.01,37.87,-4.49,298.84869999999995
-24.21,2.37,-18.21,-75.58770000000001
-40.94,24.16,7.62,-981.4903999999999
22.85,38.28,47.2,921.8980000000001
-21.95,8.96,-21.97,-218.64200000000002
-49.52,44.23,-43.74,-2234.0096
-38.15,-24.45,-15.72,917.0474999999999
26.48,46.23,26.76,1250.9304
3.86,-46.22,15.42,-162.9892
-35.78,12.43,0.77,-443.97540000000004
36.0,-21.69,40.91,-739.9300000000001
5.03,23.73,24.14,143.5019
48.98,-47.08,-3.9,-2309.8784
-9.79,-45.76,-30.19,417.80039999999997
20.62,3.23,-35.4,31.20260000000001
-42.97,10.96,14.54,-456.4112
48.75,-41.83,-40.98,-2080.1924999999997
3.8,-13.36,-11.03,-61.797999999999995
-23.11,10.59,8.61,-236.12489999999997
38.57,23.58,2.57,912.0506
31.87,-27.43,48.26,-825.9341000000001
-34.71,19.87,40.49,-649.1977
-11.48,26.03,-23.81,-322.6344
-27.37,21.12,17.32,-560.7344
-7.22,39.16,15.29,-267.44519999999994
31.58,-48.61,-24.37,-1559.4737999999998
41.42,27.43,23.65,1159.8006
0.43,13.61,15.86,21.7123
-32.24,-27.92,-11.63,888.5108000000001
31.38,-27.74,23.79,-846.6912
-20.63,-1.23,24.15,49.524899999999995
2.04,-28.83,1.92,-56.89319999999999
-34.42,4.25,-1.03,-147.315
-6.2,34.89,19.11,-197.20800000000003
19.91,44.03,-3.68,872.9573
24.97,-40.83,-25.05,-1044.5751
11.35,-5.28,49.48,-10.448000000000008
6.21,-20.34,-29.67,-155.9814
42.99,3.42,19.97,166.9958
-26.57,10.42,-31.64,-308.4994
43.47,-47.89,23.07,-2058.7083
-45.86,14.82,49.29,-630.3552000000001
24.46,40.1,14.7,995.5460000000002
12.61,-45.56,25.28,-549.2316000000001
-33.36,37.23,29.78,-1212.2127999999998
-11.67,-5.53,5.53,70.0651
22.06,-48.73,-33.05,-1108.0338
21.89,42.21,-25.48,898.4969
28.47,-18.96,-14.38,-554.1712
35.78,49.0,-42.2,1711.02
-11.32,31.79,44.29,-315.5728
2.19,-29.43,40.62,-23.831700000000005
-14.38,-7.19,20.76,124.15220000000002
-45.75,-17.0,10.35,788.1
11.82,39.13,-39.35,423.1666
-29.68,18.29,38.76,-504.08719999999994
-27.9,-48.9,-37.0,1327.31
-22.05,-15.0,37.65,368.4
18.31,-9.53,-38.1,-212.59429999999998
-12.49,-7.66,-17.11,78.5634
33.18,-24.86,-10.68,-835.5347999999999
17.76,21.66,34.39,419.07160000000005
21.16,9.91,44.97,254.6656
19.84,14.45,4.08,290.768
-27.9,29.85,-22.24,-855.055
33.84,-9.81,-36.93,-368.90040000000005
-11.26,-26.07,-14.29,279.2582
9.94,3.88,-20.29,18.2772
27.79,-22.92,11.54,-625.4068000000001
-10.88,21.3,48.43,-183.31400000000002
5.6,-1.55,47.54,38.86
35.59,-41.69,43.11,-1440.6371000000001
-20.92,27.93,17.96,-566.3356
-28.43,-3.46,29.39,127.7578
48.08,19.14,-26.81,893.4412000000001
-43.0,-1.55,32.02,98.67000000000002
-36.65,44.34,-14.41,-1639.4710000000002
-35.68,-15.0,-27.36,507.84000000000003
9.65,-41.19,-0.07,-397.5535
-7.09,-44.5,23.38,338.885
-44.3,20.42,15.95,-888.656
40.03,-49.02,-9.62,-1971.8906000000002
0.6,-42.93,43.18,17.422
0.77,12.2,35.67,45.064
43.87,12.17,-44.2,489.69789999999995
35.78,-30.98,-9.66,-1118.1244000000002
-25.11,28.63,32.32,-686.5792999999999
48.45,41.96,12.03,2044.9920000000002
-49.72,39.96,49.65,-1937.1612
-31.27,39.06,26.02,-1195.3862000000001
45.85,-2.5,-8.67,-123.295
7.07,28.39,-21.78,178.93730000000002
-2.8,9.21,2.99,-22.798000000000002
31.35,-30.89,16.19,-952.2115
23.08,-10.86,-25.45,-276.0988
2.63,15.84,25.9,67.5592
24.87,5.89,43.78,190.2643
14.44,-45.1,18.2,-633.044
6.32,26.43,-14.22,152.8176
-5.77,-13.39,-42.28,34.9803
38.22,-17.14,-26.81,-681.9008
-3.31,2.92,-44.19,-53.855199999999996
-41.44,2.12,-44.62,-132.4728
16.1,40.49,32.66,684.5490000000001
42.26,-25.51,-18.45,-1096.5026
-25.2,-45.35,37.6,1180.4199999999998
-35.35,-31.87,37.84,1164.4445
16.92,23.38,-19.83,375.75960000000003
-3.5,31.26,-14.65,-124.06000000000002
42.05,-34.25,-10.68,-1450.8925
-28.18,-31.87,-16.98,881.1166
-16.09,32.32,2.31,-517.7188000000001
37.74,41.25,33.11,1589.885
-11.32,12.44,-32.44,-173.2608
-40.28,44.67,37.91,-1761.3976
-8.84,-14.55,-4.87,123.75200000000001
14.26,-41.77,-21.09,-616.7302000000001
10.29,-35.98,-6.91,-377.14419999999996
43.38,-3.07,-32.25,-165.4266
7.52,-10.71,43.83,-36.70920000000001
41.63,38.24,-7.76,1584.1712000000002
34.31,14.01,39.32,520.0031
-45.53,-45.03,-4.6,2045.6159000000002
14.1,19.58,2.45,278.52799999999996
21.51,-0.94,12.3,-7.9193999999999996
24.12,16.74,-25.9,377.8688
-23.0,32.08,24.54,-713.3
-31.75,43.01,44.98,-1320.5874999999999
-35.52,33.43,-22.52,-1209.9536
-49.08,28.16,3.98,-1378.1127999999999
-19.23,9.91,-43.33,-233.89929999999998
-3.11,47.66,41.67,-106.55259999999997
26.69,0.37,42.46,52.335300000000004
-22.14,-30.53,8.02,683.9542
10.88,4.02,30.33,74.0676
-25.67,-29.49,38.13,795.1383
-30.08,-25.04,-25.85,727.3531999999999
-37.34,-44.44,8.46,1667.8496
9.92,-36.34,5.3,-355.19280000000003
25.56,48.3,-7.36,1227.1879999999999
-16.12,38.76,43.47,-581.3412
-12.12,-19.8,0.17,240.146
-18.71,30.42,-19.9,-589.0582
11.56,-7.02,3.14,-78.0112
-12.84,-41.36,-48.78,482.28240000000005
1.55,37.18,48.03,105.65899999999999
-7.86,-9.35,-48.53,24.961
-20.65,-36.1,32.28,777.745
10.79,17.46,-47.16,141.2334
32.84,-41.39,22.69,-1336.5576
-45.81,49.41,2.62,-2260.8521
46.55,-7.06,7.86,-320.78299999999996
-12.95,12.59,1.05,-161.99049999999997
-25.79,21.25,46.6,-501.4375
20.94,-11.12,41.59,-191.2628
-15.27,-47.38,-32.74,690.7526
7.88,15.31,23.46,144.1028
-45.02,25.44,16.84,-1128.4688000000003
36.92,1.63,5.13,65.3096
-19.48,25.01,-42.66,-529.8548000000001
19.33,38.39,-27.19,714.8886999999999
39.49,17.2,31.91,711.1379999999999
36.34,-13.25,27.19,-454.31500000000005
6.02,19.18,36.01,151.47359999999998
48.23,41.31,11.32,2003.7013
-40.52,31.34,43.63,-1226.2667999999999
-43.08,-26.04,33.99,1155.7931999999998
4.36,47.79,-13.52,194.8444
-36.56,47.5,-14.1,-1750.7
-3.73,-46.44,-2.02,171.20119999999997
-4.18,9.31,-21.92,-60.8358
38.02,33.43,-42.65,1228.3586
4.16,17.54,-2.84,70.12639999999999
-26.01,-33.67,31.83,907.5867000000002
47.14,-35.12,27.93,-1627.6267999999998
-1.5,17.98,42.19,15.219999999999999
-8.68,-7.49,-33.17,31.843199999999996
-7.94,4.68,46.16,9.000799999999998
44.86,-6.95,31.39,-280.387
-6.47,-10.28,41.46,107.9716
-28.58,-6.2,-24.05,153.146
41.39,-36.83,-30.08,-1554.4736999999998
45.91,-10.73,-25.95,-518.5643
15.96,-46.51,20.12,-722.1796
24.47,-11.86,-7.02,-297.23419999999993
-48.62,-47.55,30.99,2342.8709999999996
9.24,-18.99,37.21,-138.25759999999997
6.66,-1.23,31.93,23.7382
-39.16,39.65,-4.38,-1557.0739999999998
-43.18,25.66,-15.89,-1123.8888000000002
38.75,48.98,-42.67,1855.3049999999998
-2.04,-41.69,38.16,123.2076
-10.27,-25.97,-20.57,246.14189999999996
23.33,37.13,-40.98,825.2629
24.92,15.99,46.59,445.0608000000001
-1.59,-49.37,34.04,112.53829999999999
-19.13,-21.17,3.97,408.95210000000003
-15.24,3.44,-7.28,-59.705600000000004
24.99,28.4,-5.62,704.0959999999999
-21.5,20.92,20.86,-428.92
-13.27,-39.01,-36.78,480.8827
-16.73,-24.6,-13.23,398.32800000000003
7.0,33.33,13.94,247.25
-12.04,29.1,-21.03,-371.394
14.39,15.43,-22.46,199.5777
26.91,-44.16,-44.45,-1232.7956
9.08,-47.81,-1.98,-436.0948
-29.83,14.48,-14.39,-446.3284
-5.54,32.84,-34.97,-216.9036
-33.15,7.08,-12.11,-246.812
-18.49,-11.08,-7.04,197.8292
-0.86,41.74,-21.16,-57.0564
8.18,4.54,21.44,58.577200000000005
15.89,-5.21,-41.27,-124.05690000000001
16.57,-36.43,5.15,-598.4951
-5.54,42.53,27.92,-207.69620000000003
37.98,35.96,-39.22,1326.5408
-40.0,41.89,-31.48,-1707.08
-13.75,-23.92,33.31,362.21000000000004
-39.27,39.02,30.9,-1501.4154
-43.79,28.94,-14.37,-1281.6526
40.48,40.74,44.86,1694.0151999999998
-1.47,-48.41,49.58,120.74269999999999
27.92,-5.34,21.11,-127.98280000000001
-26.87,12.01,-46.1,-368.80870000000004
-39.03,7.12,-18.68,-296.5736
-43.45,7.98,-30.54,-377.2710000000001
44.5,-37.59,17.12,-1655.6350000000002
3.36,26.05,-45.0,42.528000000000006
24.58,19.77,-7.97,477.9765999999999
-5.66,0.46,-30.11,-32.7136
18.69,48.09,-3.78,895.0221000000001
34.09,-26.39,35.91,-863.7251000000001
33.58,-41.2,2.05,-1381.4460000000001
-18.58,-9.42,48.93,223.9536
39.48,22.97,17.41,924.2655999999998
45.84,-25.54,-47.46,-1218.2136
-39.46,-26.66,39.44,1091.4436
-26.73,-16.19,-10.94,421.81870000000004
34.19,23.52,-18.27,785.8788
6.58,32.67,32.59,247.5586
10.86,-7.01,-16.83,-92.95859999999999
-18.89,-7.22,35.59,171.9758
13.78,29.03,13.84,413.87339999999995
29.45,2.07,-47.17,13.791499999999992
46.68,10.9,-17.59,491.22200000000004
-22.53,-11.92,45.77,314.3276
11.04,16.63,29.67,213.2652
-41.42,27.92,-9.54,-1165.9864
-3.65,-32.18,-43.38,74.077
-35.57,17.69,-33.61,-662.8433000000001
-15.73,34.73,-6.75,-553.0529
36.66,3.7,24.59,160.232
-5.29,44.2,28.51,-205.30800000000002
-14.52,-18.81,19.66,292.7812
-21.47,-26.73,36.94,610.8331000000001
-28.21,-13.89,-9.86,381.9769
11.13,47.34,46.72,573.6142000000001
-6.62,-49.62,-20.51,307.9744
5.69,-21.77,-20.6,-144.4713
-38.42,43.91,-13.19,-1700.2122
28.54,34.67,0.26,989.7418
-31.59,5.58,-28.02,-204.2922
0.14,-46.91,-44.12,-50.6874
-7.24,40.31,-35.96,-327.8044
18.4,3.31,-3.94,56.964
-2.01,-11.74,-14.76,8.837399999999997
-17.49,17.96,-42.64,-356.76039999999995
-12.63,-31.16,-29.45,364.10080000000005
-38.98,39.35,7.1,-1526.763
35.82,-41.82,39.32,-1458.6724000000002
-7.04,25.89,-32.04,-214.3056
7.18,35.32,34.9,288.4976
-11.57,-3.93,4.17,49.640100000000004
-19.38,34.49,27.35,-641.0662
-45.81,23.92,45.01,-1050.7652
-23.57,-15.83,-24.86,348.2531
-21.75,-5.95,48.12,177.5325
44.46,-45.95,15.36,-2027.5770000000002
27.36,12.04,-38.56,290.85439999999994
4.42,-39.36,-49.28,-223.25119999999998
31.03,-44.94,-24.75,-1419.2382
-16.98,29.38,48.91,-449.9624
-40.82,-4.84,10.37,207.9388
28.56,-26.88,-18.95,-786.6428
20.32,10.11,-32.3,173.1352
43.84,-8.54,24.59,-349.8036
19.19,37.33,-44.03,672.3327
46.97,4.51,6.9,218.7347
45.48,-17.95,25.57,-790.7959999999998
15.26,-0.17,12.43,9.835799999999999
-1.07,11.99,-1.81,-14.639300000000002
-46.49,-1.18,-26.82,28.038199999999996
24.22,-49.6,38.78,-1162.532
12.05,-42.19,-48.9,-557.2895
34.59,0.25,27.34,35.9875
-39.87,12.07,42.97,-438.2609
14.31,30.87,4.89,446.6397
18.16,15.39,-6.28,273.2024
33.83,14.52,-29.6,461.61159999999995
6.31,5.16,2.95,35.5096
-42.91,-5.87,7.41,259.2917
10.69,-2.06,-49.59,-71.6114
13.59,-15.8,24.82,-189.90200000000002
0.16,1.18,6.05,6.2387999999999995
45.39,37.79,-22.98,1692.3081
-0.69,24.11,12.58,-4.055899999999999
18.63,-3.52,-18.42,-83.9976
-35.69,-37.04,-9.08,1312.8776
-26.13,20.92,33.95,-512.6895999999999
-36.36,13.6,41.16,-453.336
-33.94,46.41,-21.29,-1596.4453999999998
37.17,-1.89,16.76,-53.491299999999995
12.67,-35.05,-12.77,-456.85349999999994
-31.08,-4.1,-38.21,89.21799999999999
-31.12,-30.64,19.93,973.4468
13.66,-29.28,31.13,-368.83480000000003
5.61,-22.18,4.39,-120.0398
1.18,-21.15,37.18,12.223000000000003
-21.26,-21.05,-6.89,440.63300000000004
-24.47,-44.95,-28.06,1071.8665
31.11,11.65,32.16,394.5915
20.76,3.53,12.55,85.83279999999999
23.66,-36.89,12.34,-860.4774
-21.18,3.44,37.16,-35.699200000000005
37.64,-2.68,1.7,-99.1752
13.06,-4.99,23.45,-41.71940000000001
27.11,-18.79,48.5,-460.89689999999996
10.22,-49.92,-27.72,-537.9024000000001
35.31,-27.13,-49.4,-1007.3603
-29.23,-13.44,-2.85,390.0012
22.81,-0.57,24.09,11.088300000000002
31.12,-5.5,-24.08,-195.24
-44.89,-2.27,-35.38,66.52029999999999
-41.02,-7.07,-46.31,243.70140000000004
-44.85,-38.77,-19.36,1719.4745000000003
-28.35,-31.74,-3.0,896.829
-44.79,42.9,-18.77,-1940.261
-15.21,-28.92,18.55,458.42320000000007
-43.71,-2.56,-46.91,64.98760000000001
33.98,-46.78,6.55,-1583.0344
28.96,-22.49,-29.92,-681.2303999999999
-9.45,-46.31,-6.25,431.3795
-11.13,43.7,36.99,-449.3910000000001
-3.08,46.15,-26.06,-168.202
6.49,5.3,-37.51,-3.1129999999999995
-13.93,-43.5,-25.75,580.205
-6.16,47.18,-11.15,-301.7788
-36.56,-19.91,-11.15,716.7596000000001
17.26,27.77,-1.26,478.0502
-13.77,36.11,-20.38,-517.6147
-12.53,-37.48,13.21,482.8343999999999
-5.14,-48.21,-29.95,217.8494
-19.14,4.99,-40.85,-136.3586
29.89,-30.28,26.29,-878.7792000000001
10.71,-5.83,-34.57,-97.0093
-30.82,-10.5,-18.04,305.57
-29.66,18.28,12.24,-529.9448
-12.84,-9.81,-33.63,92.3304
-19.06,15.73,-19.3,-319.1138
41.48,-10.73,-36.88,-481.9604
22.45,-19.81,-33.69,-478.42449999999997
-43.73,18.36,-36.79,-839.6727999999998
-23.9,21.69,27.72,-490.67099999999994
-14.89,-29.35,-48.95,388.07150000000007
23.27,-29.91,-7.75,-703.7557
-16.43,11.45,-49.86,-237.9835
-41.96,13.97,-16.28,-602.4612
-16.17,9.16,24.41,-123.70720000000003
27.43,-14.16,24.79,-363.61879999999996
5.35,-49.22,47.18,-216.147
3.33,-20.35,-39.76,-107.5255
19.49,7.22,10.0,150.71779999999998
-41.61,-23.37,27.71,1000.1357
-40.53,-22.28,46.86,949.8684000000001
10.17,-34.83,8.87,-345.3511
21.98,-0.45,19.27,9.379
48.31,-16.69,-20.46,-826.7539000000002
-44.2,7.78,36.82,-307.05600000000004
31.41,42.31,-23.28,1305.6771
8.13,-4.85,48.08,8.649499999999996
-29.14,30.22,-34.58,-915.1908000000001
-6.62,6.12,-40.82,-81.3344
5.7,-9.2,-8.54,-60.98
43.89,-20.94,40.37,-878.6866000000001
-47.21,3.24,46.72,-106.24040000000002
-39.86,43.85,-32.74,-1780.601
15.32,29.81,30.79,487.4792
18.81,32.8,-12.34,604.6279999999999
-20.68,23.21,-16.53,-496.51279999999997
44.77,6.0,-23.32,245.3
40.63,-13.77,43.81,-515.6650999999999
-10.74,11.73,41.25,-84.73020000000001
-11.98,39.26,-22.51,-492.84479999999996
-11.35,5.71,39.47,-25.338499999999996
-3.58,-37.2,-41.13,92.04600000000002
31.04,10.63,16.57,346.5252
-19.36,-3.01,-28.02,30.253599999999995
17.65,-25.15,8.78,-435.11749999999995
-13.36,49.19,41.29,-615.8883999999999
0.45,-15.25,-31.65,-38.512499999999996
30.28,-4.56,14.15,-123.92679999999999
-3.74,42.52,-49.91,-208.93480000000002
-10.94,-39.78,-3.29,431.90319999999997
2.53,42.31,-26.65,80.39429999999999
24.58,6.63,6.57,169.53539999999998
-1.09,-15.57,-37.32,-20.348699999999997
27.93,11.91,-9.43,323.2163
5.4,-44.54,-38.05,-278.56600000000003
29.2,41.98,-0.52,1225.2959999999998
34.37,34.45,5.03,1189.0765
-26.83,-21.4,-32.46,541.7019999999999
8.67,-11.76,-11.42,-113.3792
8.07,11.21,22.71,113.1747
-5.42,34.5,-25.98,-212.97
39.74,-49.64,-24.64,-1997.3336000000002
43.15,29.56,-22.84,1252.674
-17.07,24.96,-42.91,-468.97720000000004
-6.21,-33.06,32.23,237.5326
11.63,38.24,45.72,490.4512000000001
-33.85,2.37,-2.1,-82.3245
31.02,-16.84,31.63,-490.7468
28.2,3.69,0.98,105.038
-22.79,-29.15,20.85,685.1785
2.34,-16.33,14.25,-23.962199999999996
39.02,-24.69,-33.63,-997.0338000000002
45.38,27.17,-22.27,1210.7046000000003
-6.95,-24.44,-0.33,169.528
-13.81,30.48,1.27,-419.65880000000004
-39.85,23.15,-46.15,-968.6775
28.47,-14.64,29.51,-387.2908
-5.41,15.43,-27.0,-110.4763
1.6,7.08,35.04,46.368
-48.19,-45.37,28.78,2215.1603
-43.01,-0.84,33.25,69.3784
49.57,-18.41,-47.44,-960.0237
-15.48,-3.42,27.53,80.4716
-17.07,-9.54,24.95,187.79779999999997
38.11,9.21,-47.94,303.05310000000003
-20.85,-46.35,43.9,1010.2975000000001
10.38,6.35,31.75,97.663
-12.99,21.47,3.47,-275.42529999999994
45.69,-45.61,-0.64,-2084.5609
-30.62,32.97,-30.6,-1040.1414
37.26,-19.65,-42.16,-774.3189999999998
-7.17,-4.35,3.88,35.0695
-15.52,-28.7,-36.39,409.034
2.22,44.75,-11.32,88.025
-30.77,14.8,-4.66,-460.05600000000004
6.74,31.81,-32.42,181.9794
-29.67,-17.0,40.44,544.83
-26.81,22.59,-35.66,-641.2978999999999
3.16,34.53,11.12,120.2348
35.0,-0.19,49.64,42.99
10.76,10.0,-2.89,104.71
26.19,36.42,-34.73,919.1098000000001
14.31,30.91,9.73,452.05210000000005
24.24,-34.06,34.85,-790.7644
43.86,-10.93,-7.19,-486.5798
35.35,22.64,-45.83,754.494
23.05,-18.97,-19.18,-456.4385
-1.73,6.11,39.7,29.129700000000003
-49.65,-38.19,27.08,1923.2134999999998
26.97,-37.14,-42.06,-1043.7258
24.67,-27.28,-44.13,-717.1276
-40.0,25.71,38.87,-989.5300000000001
-32.3,-4.93,16.38,175.61899999999997
5.23,-7.88,36.59,-4.622399999999999
-12.29,34.84,1.12,-427.0636
-22.89,20.62,11.0,-460.9918
49.7,-49.37,30.14,-2423.549
31.76,12.55,-3.14,395.44800000000004
33.87,-0.17,42.93,37.1721
29.1,-39.17,11.11,-1128.7370000000003
48.05,-29.11,-5.69,-1404.4255
18.86,42.02,34.25,826.7472
33.87,23.79,-12.73,793.0372999999998
40.67,-30.54,-33.3,-1275.3618
7.34,35.62,12.04,273.4908
32.96,26.78,37.4,920.0688
-37.37,14.58,36.17,-508.6846
-16.38,5.78,24.12,-70.5564
-0.38,-40.74,-13.15,2.331200000000001
-10.72,-4.33,2.39,48.8076
-49.26,-21.65,-12.81,1053.6689999999999
38.66,-4.57,-2.69,-179.3662
10.95,-9.62,-29.24,-134.57899999999998
26.88,32.17,20.65,885.3796
-23.71,23.24,34.81,-516.2103999999999
10.14,41.77,-11.24,412.30780000000004
27.71,26.99,-37.88,710.0129
-45.26,47.84,20.09,-2145.1484
9.65,-16.55,-18.61,-178.3175
2.54,-1.59,-36.27,-40.308600000000006
-49.84,-31.98,43.35,1637.2332000000001
-6.66,-44.79,39.49,337.7914
-10.4,-3.56,-12.81,24.214
-18.4,-4.21,25.07,102.53399999999999
2.13,-10.4,-27.23,-49.382000000000005
-42.26,-26.57,-10.86,1111.9882
11.42,35.86,-2.22,407.30119999999994
19.45,16.78,21.01,347.38100000000003
43.43,-1.85,-28.08,-108.4255
2.84,-20.83,-23.74,-82.89719999999998
-39.58,29.03,29.81,-1119.1974
39.83,-42.46,23.48,-1667.7018
-18.59,-25.61,-47.75,428.3399
0.4,-14.98,37.78,31.788
3.18,-27.9,21.08,-67.642
9.39,37.99,-7.1,349.6261
35.96,-26.22,48.17,-894.7012
18.94,-7.74,47.16,-99.43560000000002
-21.81,-30.47,13.18,677.7306999999998
22.74,10.18,19.07,250.56319999999997
0.41,30.83,-6.99,5.650299999999998
-1.3,-36.71,44.04,91.763
14.63,45.1,-27.57,632.243
-32.87,-14.09,-36.71,426.4283
-38.28,6.17,-36.26,-272.4476
45.97,40.82,-30.02,1846.4754
-18.13,-27.98,25.25,532.5274
17.82,-45.59,-39.09,-851.5038000000001
-9.79,33.39,-47.29,-374.1781
23.98,-28.72,8.46,-680.2456
-13.65,30.19,-41.18,-453.2735
-30.37,-26.51,49.89,854.9987000000001
-27.09,16.54,27.04,-421.0285999999999
-25.7,31.71,32.88,-782.067
-12.64,9.68,1.51,-120.84519999999999
-3.87,18.44,3.66,-67.70280000000001
-21.34,20.83,7.01,-437.50219999999996
-46.63,48.4,-42.09,-2298.9820000000004
-19.91,-40.57,9.19,816.9387
19.1,-37.29,-12.11,-724.349
36.72,49.71,0.2,1825.5512
11.85,-21.5,-35.66,-290.435
-39.57,12.52,-19.15,-514.5664
-46.15,-8.12,37.53,412.2679999999999
20.17,38.77,39.39,821.3809000000001
-44.97,37.6,-6.83,-1697.702
21.54,-27.82,33.26,-565.9828
34.33,-17.25,16.11,-576.0825
36.24,-0.39,-18.61,-32.7436
3.2,18.36,-19.57,39.182
-29.85,43.68,-34.29,-1338.138
-32.74,16.16,46.06,-483.0184
-6.51,19.39,30.66,-95.5689
46.24,27.63,10.13,1287.7412000000002
22.5,18.43,4.65,419.325
37.84,-8.61,7.04,-318.7624
42.45,17.41,-1.41,737.6445000000001
-15.31,-15.77,37.72,279.1587
16.83,-43.54,-16.39,-749.1681999999998
31.02,35.09,-9.9,1078.5918
0.15,-46.71,13.4,6.3935
8.52,-48.44,21.3,-391.4087999999999
-41.56,28.52,8.73,-1176.5612
-11.23,-32.94,-48.07,321.8462
25.86,11.36,34.44,328.20959999999997
-6.01,7.31,49.66,5.7269000000000005
-48.72,49.09,-1.93,-2393.5948
13.58,-26.34,47.13,-310.5672
-26.26,-1.29,-21.44,12.435400000000005
44.85,-49.85,-44.86,-2280.6325
31.16,26.72,-0.44,832.1551999999999
29.82,-24.38,-1.79,-728.8015999999999
-49.1,24.39,2.43,-1195.119
35.89,-33.75,27.28,-1184.0075
12.98,-6.13,44.83,-34.73740000000001
-42.92,35.76,-49.24,-1584.0592
8.08,20.44,12.09,177.2452
38.37,39.55,-44.5,1473.0334999999998
9.31,23.19,-9.01,206.88890000000004
-13.93,-7.27,-45.69,55.58109999999999
15.48,-45.94,-33.83,-744.9812000000001
41.76,-19.71,-49.89,-872.9796
10.97,-7.67,22.53,-61.609899999999996
-7.0,46.98,-38.1,-366.96
-20.29,-7.12,-4.93,139.5348
12.21,49.32,29.57,631.7672000000001
45.48,28.86,39.88,1352.4328
-36.46,22.75,-45.22,-874.6850000000001
-23.91,-20.93,16.58,517.0163
-38.48,-9.38,24.3,385.24240000000003
0.2,14.81,12.76,15.722
-43.77,36.36,-46.98,-1638.4572
17.98,12.95,44.86,277.70099999999996
48.62,-17.71,13.27,-847.7902
-7.44,5.71,44.87,2.387599999999992
17.45,-0.92,-19.04,-35.093999999999994
33.09,1.28,10.22,52.5752
-48.21,8.32,-39.03,-440.1372
-27.67,-16.24,-9.52,439.8408
35.22,32.76,6.17,1159.9772
-9.18,-15.32,-14.23,126.40759999999999
-12.56,32.98,43.25,-370.9788
19.65,-28.82,29.72,-536.593
2.36,11.21,1.87,28.3256
22.04,16.48,-30.06,333.1592
-27.37,-6.67,-3.85,178.70790000000002
-37.27,20.43,-21.81,-783.2361
40.25,39.91,41.0,1647.3774999999998
-15.81,-7.24,-29.95,84.51440000000001
19.41,10.72,-47.97,160.10520000000002
8.47,20.35,-12.53,159.83450000000002
45.68,33.09,-20.8,1490.7512000000002
-7.77,-28.76,47.22,270.6852
-26.03,-22.74,0.52,592.4422
-24.62,-1.99,-24.41,24.5838
-26.25,4.98,8.41,-122.31500000000003
34.96,-16.15,19.71,-544.8939999999999
35.82,-16.87,-45.21,-649.4934000000001
-31.35,0.08,-6.53,-9.038
1.39,-27.13,-37.54,-75.2507
-14.47,-37.05,-34.13,501.98349999999994
39.42,42.18,9.76,1672.4956
-36.74,-3.3,-6.25,114.992
34.51,27.71,32.55,988.8221
32.11,-15.64,31.58,-470.6204
-42.19,32.92,-40.65,-1429.5448000000001
-33.83,20.68,17.01,-682.5944
18.32,-25.34,44.96,-419.2688
-20.23,-43.17,32.56,905.8891000000001
